title syriaca-headword.en		New URI	relation skos---broadMatch		Edition 1	witnesses.Edition 1	title syriaca-headword.Edition 1.syr	title.Edition 1.syr	title.Edition 1.syr-Syrj	title.Edition 1.syr	note prologue.Edition 1.syr	title final-rubric.Edition 1.syr	title.Edition 2.syr	Edition 2		idno URI	idno URI	idno URI	idno URI	idno URI	citedRange pp.Edition 1			Source 1	title abbreviation.Source 1.en	title abbreviation.Source 1.en	title.Source 1.en	title.Source 1.en	title.Source 1.en	Edition 3	witnesses.Edition 3	citedRange entry.Edition 3	Edition 4	note prologue.Edition 4.syr	witnesses.Edition 4	title.Edition 4.syr	title.Edition 4.syr	note incipit.Edition 4.syr		citedRange entry.Edition 4	citedRange entry.Edition 4		citedRange verse.Edition 4	Edition 5	witnesses.Edition 5	citedRange entry.Edition 5	citedRange pp.Edition 5			Source 2	Ms 1	citedRange vol.Ms 1	citedRange fol.Ms 1	Ms 2	citedRange fol.Ms 2	Ms 3	Edition 6	title.Edition 6.syr	citedRange pp.Edition 6	witnesses.Edition 6	Edition 7	citedRange pp.Edition 7	Edition 8	citedRange pp.Edition 8	witnesses.Edition 8	title.Edition 8.syr-Syrj	note prologue.Edition 8.syr-Syrj	Edition 9	citedRange vol.Edition 9	Edition 0	witnesses.Edition 0	Source 3	Source 4	Apparatus 1	citedRange vol.Apparatus 1	citedRange pp.Apparatus 1	Apparatus 2	citedRange vol.Apparatus 2	citedRange pp.Apparatus 2	Catalogue 1	citedRange pp.Catalogue 1	Catalogue 2
***Headword	Syriaca URI	Syriaca ID	In Literary Tradition	UBS Order	UBS bibl	UBS witnesses	Syriac Name (UBS)	Alternate Syriac Name (UBS)	Alternate Syriac Name Vocalized (UBS)	Alternate Syriac Name (UBS)	Rubric (UBS)	Final Rubric (UBS)		Antioch Bible bibl	English Name (Wikipedia)		Wikidata	VIAF URI				Start page in UBS	End page in UBS	SBL Handbook	SBL Abbreviation	SBL Alternate Abbreviation	SBL Title	SBL Alternate Title	SBL Alternate Title	Leiden Electronic Peshitta			CAL					CAL Incipit	CAL ID		CAL Title	CAL Link						OCP Title	OCP Link	Abdisho/Assemani							Lagarde/Other				Lee 1823			Lee 1826				Mosul Edition		Leiden Print			Leiden Preface									
Ephesians (Peshitta Version)	http://syriaca.org/work/81	81	9598	10	2335		ܐܓܪܬܐ ܕܦܘܠܘܣ ܕܠܘܬ ܐܦܣܝ̈ܐ	ܐܓܪܬܐ ܕܠܘܬ ܐܦܣܝ̈ܐ						2362	Ephesians	https://en.wikipedia.org/wiki/Epistle_to_the_Ephesians	https://www.wikidata.org/wiki/Q408673	https://viaf.org/viaf/175374828			257-263	257	263	2432	Eph		Ephesians					Ephesians	2439		Edition 1			ܦܿܘܠܘܣ ܫܠܝܚܐ ܕܿܝܫܘܼܥ ܡܫܝܚܐ܂ ܒܿܨܒܼܝܢܗ ܕܿܐܠܗܐ܃ ܠܐܝܠܝܢ ܕܿܐܝܬܼܝܗܘܼܢ ܒܿܐܦܼܣܘܣ܂ ܩܕܿܝܫܐ̈ ܘܡܗܝܡܢܐ̈ ܒܿܝܫܘܼܥ ܡܫܝܚܐ܂	62049	62049 [http://cal1.cn.huc.edu/showsubtexts.php?subtext=62049&cset=USyriac]	Eph	http://cal1.cn.huc.edu/showsubtexts.php?subtext=62049&cset=USyriac																					2381	267-273		ܐܶܓܰܪܬܳܐ ܕܦܰܘܠܳܘܣ ܕܰܠܘܳܬ ܐܶܦܶܣܳܝ̈ܶܐ																
Philippians (Peshitta Version)	http://syriaca.org/work/82	82	9599	11	2335		ܐܓܪܬܐ ܕܦܘܠܘܣ ܕܠܘܬ ܦܝܠܝܦܣܝ̈ܐ	ܐܓܪܬܐ ܕܠܘܬ ܦܝܠܝܦܣܝ̈ܐ						2362	Philippians	https://en.wikipedia.org/wiki/Epistle_to_the_Philippians	https://www.wikidata.org/wiki/Q51613				263-267	263	267	2432	Phil		Philippians					Philippians	2439		Edition 1			ܦܿܘܠܘܣ ܘܛܝܡܬܼܐܘܣ܂ ܥܒܼܕܿܐ̈ ܕܿܝܫܘܼܥ ܡܫܝܚܐ܃ ܠܟܼܠܗܘܼܢ ܩܕܿܝܫܐ̈ ܕܿܒܼܝܫܘܼܥ ܡܫܝܚܐ ܕܿܐܝܬܼ ܒܿܦܼܝܠܝܦܿܘܣ܃ ܥܡ ܩܫܝܫܐ̈ ܘܡܫܡܫܢܐ̈܂	62050	62050 [http://cal1.cn.huc.edu/showsubtexts.php?subtext=62050&cset=USyriac]	Phil	http://cal1.cn.huc.edu/showsubtexts.php?subtext=62050&cset=USyriac																					2381	273-277		ܐܶܓܰܪܬܳܐ ܕܦܰܘܠܳܘܣ ܕܰܠܘܳܬ ܦܺܝܠܺܝܦܺܝܣܳܝܶ̈ܐ																
Colossians (Peshitta Version)	http://syriaca.org/work/83	83	9600	12	2335		ܐܓܪܬܐ ܕܦܘܠܘܣ ܕܠܘܬ ܩܘܠ̈ܣܝܐ	ܐܓܪܬܐ ܕܠܘܬ ܩܘܠܣܝ̈ܐ						2362	Colossians	https://en.wikipedia.org/wiki/Epistle_to_the_Colossians	https://www.wikidata.org/wiki/Q131095	https://viaf.org/viaf/182875824			267-271	267	271	2432	Col		Colossians					Colossians	2439		Edition 1			ܦܿܘܠܘܣ ܫܠܝܚܐ ܕܿܝܫܘܼܥ ܡܫܝܚܐ ܒܿܨܒܼܝܢܗ ܕܿܐܠܗܐ܂ ܘܛܝܡܬܼܐܘܣ ܐܚܐ܃	62051	62051 [http://cal1.cn.huc.edu/showsubtexts.php?subtext=62051&cset=USyriac]	Col	http://cal1.cn.huc.edu/showsubtexts.php?subtext=62051&cset=USyriac																					2381	278-282		ܐܶܓܰܪܬܳܐ ܕܦܰܘܠܳܘܣ ܕܰܠܘܳܬ ܩܘܽܠܰܣܳܝ̈ܶܐ																
1 Thessalonians (Peshitta Version)	http://syriaca.org/work/84	84	9601	13	2335		ܐܓܪܬܐ ܕܦܘܠܘܣ ܕܠܘܬ ܬܣܠ̈ܘܢܝܩܝܐ ܩܕܡܝܬܐ	ܐܓܪܬܐ ܕܠܘܬ ܬܣܠ̈ܘܢܝ̈ܩܝܐ ܩܕܡܝܬܐ						2362	1 Thessalonians	https://en.wikipedia.org/wiki/First_Epistle_to_the_Thessalonians	https://www.wikidata.org/wiki/Q131115				271-275	271	275	2432	1 Thess		1 Thessalonians					1 Thessalonians	2439		Edition 1			ܦܿܘܠܘܣ ܘܣܠܘܢܘܣ ܘܛܝܡܬܼܐܣ܃ ܠܥܕ̱ܿܬܿܐ ܕܿܬܼܣܠܘܢܝܩܝܐ̈ ܕܿܒܼܐܠܗܐ ܐܒܼܐ܂ ܘܒܼܡܪܢ ܝܫܘܼܥ ܡܫܝܚܐ܂ ܛܝܒܿܘܼܬܼܐ ܥܡܟܼܘܼܢ ܘܫܠܡܐ܀	62052	62052 [http://cal1.cn.huc.edu/showsubtexts.php?subtext=62052&cset=USyriac]	1Th	http://cal1.cn.huc.edu/showsubtexts.php?subtext=62052&cset=USyriac																					2381	282-286		ܐܶܓܰܪܬܳܐ ܕܦܰܘܠܳܘܣ ܕܰܠܘܳܬ ܬܶܣܰܠܳܘܢܺܝ̈ܩܳܝܶܐ ܩܰܕܡܳܝܬܳܐ																
2 Thessalonians (Peshitta Version)	http://syriaca.org/work/85	85	9602	14	2335		ܐܓܪܬܐ ܕܦܘܠܘܣ ܕܠܘܬ ܬܣܠ̈ܘܢܝܩܝܐ ܕܬܪܬܝܢ	ܐܓܪܬܐ ܕܠܘܬ ܬܣܠ̈ܘܢܝ̈ܩܝܐ ܕܬܪ̈ܬܝܢ						2362	2 Thessalonians	https://en.wikipedia.org/wiki/Second_Epistle_to_the_Thessalonians	https://www.wikidata.org/wiki/Q131107				275-278	275	278	2432	2 Thess		2 Thessalonians					2 Thessalonians	2439		Edition 1			ܦܿܘܠܘܣ ܘܣܠܘܢܘܣ ܘܛܝܡܬܼܐܘܣ܃ ܠܥܕ̱ܿܬܿܐ ܕܿܬܼܣܠܘܢܝܩܝܐ̈ ܕܿܒܼܐܠܗܐ ܐܒܼܘܼܢ܂ ܘܡܪܢ ܝܫܘܼܥ ܡܫܝܚܐ܂	62053	62053 [http://cal1.cn.huc.edu/showsubtexts.php?subtext=62053&cset=USyriac]	2Th	http://cal1.cn.huc.edu/showsubtexts.php?subtext=62053&cset=USyriac																					2381	286-288		ܐܶܓܰܪܬܳܐ ܕܦܰܘܠܳܘܣ ܕܰܠܘܳܬ ܬܶܣܰܠܳܘܢܺܝ̈ܩܳܝܶܐ ܕܬܰܪܬܶܝܢ																
1 Timothy (Peshitta Version)	http://syriaca.org/work/86	86	9603	15	2335		ܐܓܪܬܐ ܕܦܘܠܘܣ ܕܠܘܬ ܛܝܡܬܐܘܣ ܩܕܡܝܬܐ	ܐܓܪܬܐ ܕܠܘܬ ܛܝܡܬܐܘܣ ܩܕܡܝܬܐ						2362	1 Timothy	https://en.wikipedia.org/wiki/First_Epistle_to_Timothy	https://www.wikidata.org/wiki/Q131180				278-283	278	283	2432	1 Tim		1 Timothy					1 Timothy	2439		Edition 1			ܦܿܘܠܘܣ ܫܠܝܚܐ ܕܿܝܫܘܼܥ ܡܫܝܚܐ܂ ܒܿܦܼܘܼܩܕܿܢܐ ܕܿܐܠܗܐ ܡܚܝܢܢ܂ ܘܕܼܡܫܝܚܐ ܝܫܘܼܥ ܣܒܼܪܢ܃	62054	62054 [http://cal1.cn.huc.edu/showsubtexts.php?subtext=62054&cset=USyriac]	1Tim	http://cal1.cn.huc.edu/showsubtexts.php?subtext=62054&cset=USyriac																					2381	288-293		ܐܶܓܰܪܬܳܐ ܕܦܰܘܠܳܘܣ ܕܰܠܘܳܬ ܛܺܝܡܳܬܶܐܳܘܣ ܩܰܕܡܳܝܬܳܐ																
2 Timothy (Peshitta Version)	http://syriaca.org/work/87	87	9604	16	2335		ܐܓܪܬܐ ܕܦܘܠܘܣ ܕܠܘܬ ܛܝܡܬܐܘܣ ܕܬܪܬܝܢ	ܐܓܪܬܐ ܕܠܘܬ ܛܝܡܬܐܘܣ ܕܬܪ̈ܬܝܢ						2362	2 Timothy	https://en.wikipedia.org/wiki/Second_Epistle_to_Timothy	https://www.wikidata.org/wiki/Q131489				283-286	283	286	2432	2 Tim		2 Timothy					2 Timothy	2439		Edition 1			ܦܿܘܠܘܣ ܫܠܝܚܐ ܕܿܝܫܘܼܥ ܡܫܝܚܐ܂ ܒܿܨܒܼܝܢܗ ܕܿܐܠܗܐ܂ ܘܒܼܡܘܼܠܟܿܢܐ ܕܿܚܝܐ̈ ܕܿܒܼܝܫܘܼܥ ܡܫܝܚܐ܃	62055	62055 [http://cal1.cn.huc.edu/showsubtexts.php?subtext=62055&cset=USyriac]	2Tim	http://cal1.cn.huc.edu/showsubtexts.php?subtext=62055&cset=USyriac																					2381	294-297		ܐܶܓܰܪܬܳܐ ܕܦܰܘܠܳܘܣ ܕܰܠܘܳܬ ܛܺܝܡܳܬܶܐܳܘܣ ܕܬܰܪܬܶܝܢ																
Titus (Peshitta Version)	http://syriaca.org/work/88	88	9605	17	2335		ܐܓܪܬܐ ܕܦܘܠܘܣ ܕܠܘܬ ܛܝܛܘܣ	ܐܓܪܬܐ ܕܠܘܬ ܛܛܘܣ						2362	Titus	https://en.wikipedia.org/wiki/Epistle_to_Titus	https://www.wikidata.org/wiki/Q131493				286-289	286	289	2432	Titus		Titus					Titus	2439		Edition 1			ܦܿܘܠܘܣ ܥܒܼܕܿܗ ܕܿܐܠܗܐ܂ ܘܫܠܝܚܗ ܕܿܝܫܘܼܥ ܡܫܝܚܐ܂ ܒܿܗܝܡܢܘܼܬܼܐ ܕܿܓܼܒܼܝܐ̈ ܕܿܐܠܗܐ܂ ܘܝܕܼܥܬܼܐ ܕܿܫܪܪܐ ܕܿܒܼܕܼܚܠܬܼ ܐܠܗܐ܂	62056	62056 [http://cal1.cn.huc.edu/showsubtexts.php?subtext=62056&cset=USyriac]	Tit (Titus)	http://cal1.cn.huc.edu/showsubtexts.php?subtext=62056&cset=USyriac																					2381	297-300		ܐܶܓܰܪܬܳܐ ܕܦܰܘܠܳܘܣ ܕܰܠܘܳܬ ܛܺܛܳܘܣ																
Philemon (Peshitta Version)	http://syriaca.org/work/89	89	9606	18	2335		ܐܓܪܬܐ ܕܦܘܠܘܣ ܕܠܘܬ ܦܝܠܝܡܘܢ	ܐܓܪܬܐ ܕܠܘܬ ܦܝܠܡܘܢ						2362	Philemon	https://en.wikipedia.org/wiki/Epistle_to_Philemon	https://www.wikidata.org/wiki/Q131104				289-290	289	290	2432	Phlm		Philemon					Philemon	2439		Edition 1			ܦܿܘܠܘܣ ܐܣܝܪܗ ܕܿܝܫܘܼܥ ܡܫܝܚܐ܂ ܘܛܝܡܬܼܐܘܣ ܐܚܐ܃ ܠܦܼܝܠܡܘܢ ܚܒܿܝܒܼܐ ܘܦܼܠܚܐ ܕܿܥܡܢ܂	62057	62057 [http://cal1.cn.huc.edu/get_a_chapter.php?file=62057&cset=U]	Phile (Philemon)	http://cal1.cn.huc.edu/get_a_chapter.php?file=62057&cset=U																					2381	300-301		ܐܶܓܰܪܬܳܐ ܕܦܰܘܠܳܘܣ ܕܰܠܘܳܬ ܦܺܝܠܺܝܡܳܘܢ																
Hebrews (Peshitta Version)	http://syriaca.org/work/90	90	9607	19	2335		ܐܓܪܬܐ ܕܠܘܬ ܥܒܪ̈ܝܐ						ܐܓܪܬܐ ܕܠܘܬ ܥܒܪ̈ܝܐ	2377	Hebrews	https://en.wikipedia.org/wiki/Epistle_to_the_Hebrews	https://www.wikidata.org/wiki/Q128608				290-303	290	303	2432	Heb		Hebrews					Hebrews	2439		Edition 1			ܒܿܟܼܠ ܡܢܘܢ̈ ܘܒܼܟܼܠ ܕܿܡܘܢ̈܂ ܡܠܠ ܐܠܗܐ ܥܡ ܐܒܼܗܝܢ̈ ܒܿܢܒܼܝܐ̈ ܡܢ ܩܕܼܝܡ܂	62058	62058 [http://cal1.cn.huc.edu/showsubtexts.php?subtext=62058&cset=USyriac]	Heb (Hebrews)	http://cal1.cn.huc.edu/showsubtexts.php?subtext=62058&cset=USyriac																					2381	301-315		ܐܶܓܰܪܬܳܐ ܕܰܠܘܳܬ ܥܶܒ̈ܪܳܝܶܐ																
James (Peshitta Version)	http://syriaca.org/work/91	91	9702	20	2335		ܐܓܪܬܐ ܕܝܥܩܘܒ ܫܠܝܚܐ							2377	James	https://en.wikipedia.org/wiki/Epistle_of_James	https://www.wikidata.org/wiki/Q131097	https://viaf.org/viaf/182251478			303-308	303	308	2432	Jas		James					James	2439		Edition 1			ܝܥܩܘܼܒܼ ܥܒܼܕܿܗ ܕܿܐܠܗܐ܃ ܘܕܼܡܪܢ ܝܫܘܼܥ ܡܫܝܚܐ܃ ܠܬܼܪܬܿܥܣܪܐ̈ ܫܪܒܼܢ̈ ܕܿܙܪܝܥܢ̈ ܒܿܥܡ̱ܡܐ̈܂ ܫܠܡ܀	62059	62059 [http://cal1.cn.huc.edu/showsubtexts.php?subtext=62059&cset=USyriac]	Js (James)	http://cal1.cn.huc.edu/showsubtexts.php?subtext=62059&cset=USyriac																					2381	315-320		ܐܶܓܰܪܬܳܐ ܕܝܰܥܩܘܽܒ ܫܠܺܝܚܳܐ																
1 Peter (Peshitta Version)	http://syriaca.org/work/92	92	9609	21	2335		ܐܓܪܬܐ ܕܦܛܪܘܣ ܫܠܝܚܐ							2377	1 Peter	https://en.wikipedia.org/wiki/First_Epistle_of_Peter	https://www.wikidata.org/wiki/Q131119				308-313	308	313	2432	1 Pet		1 Peter					1 Peter	2439		Edition 1			ܦܿܛܪܘܣ ܫܠܝܚܐ ܕܿܝܫܘܼܥ ܡܫܝܚܐ܃ ܠܓܼܒܼܝܐ̈ ܘܬܼܘܬܿܒܼܐ̈ ܕܿܙܪܝܥܝܢ ܒܿܦܿܢܛܘܣ܂ ܘܒܼܓܼܠܛܝܐ܂ ܘܒܼܩܦܿܘܕܼܩܝܐ ܘܒܼܐܣܝܐ܂ ܘܒܼܒܼܝܬܼܘܼܢܝܐ܃	62060	62060 [http://cal1.cn.huc.edu/showsubtexts.php?subtext=62060&cset=USyriac]	1Pet	http://cal1.cn.huc.edu/showsubtexts.php?subtext=62060&cset=USyriac																					2381	320-325		ܐܶܓܰܪܬܳܐ ܕܦܶܛܪܳܘܣ ܫܠܺܝܚܳܐ. ܫܶܡܥܘܽܢ ܟܺܐܦܳܐ																
2 Peter (Peshitta Version)	http://syriaca.org/work/93	93	9703	22	2335		ܐܓܪܬܐ ܕܬܪܬܝܢ ܕܦܛܪܘܣ	ܐܓܪܬܐ ܕܬܪ̈ܬܝܢ ܕܦܛܪܘܣ ܫܠܝܚܐ						2377	2 Peter	https://en.wikipedia.org/wiki/Second_Epistle_of_Peter	https://www.wikidata.org/wiki/Q131178				313-317	313	317	2432	2 Pet		2 Peter					2 Peter	2439		Edition 1			ܫܡܥܘܼܢ ܦܿܛܪܘܣ ܥܒܼܕܿܐ ܘܫܠܝܚܐ ܕܿܝܫܘܼܥ ܡܫܝܚܐ܃ ܠܐܝܠܝܢ ܕܿܠܗܝܡܢܘܼܬܼܐ ܫܘܝܬܼ ܒܿܐܝܩܪܐ ܥܡܢ ܐܫܬܿܘܝܘ܃ ܒܿܙܕܿܝܩܘܼܬܼܐ ܕܿܡܪܢ ܘܦܼܪܘܼܩܢ ܝܫܘܼܥ ܡܫܝܚܐ܂	63061	63061 [http://cal1.cn.huc.edu/showsubtexts.php?subtext=63061&cset=USyriac]	2Pet	http://cal1.cn.huc.edu/showsubtexts.php?subtext=63061&cset=USyriac																					2381	326-329		ܐܶܓܰܪܬܳܐ ܕܬܰܪܬܶܝܢ ܕܦܶܛܪܳܘܣ																
1 John (Peshitta Version)	http://syriaca.org/work/94	94	9704	23	2335		ܐܓܪܬܐ ܕܝܘܚܢܢ ܫܠܝܚܐ							2377	1 John	https://en.wikipedia.org/wiki/First_Epistle_of_John	https://www.wikidata.org/wiki/Q131101				317-322	317	322	2432	1 John		1 John					1 John	2439		Edition 1			ܡܣܒܿܪܝܢܢ ܠܟܼܘܼܢ܃ ܠܗܘ ܕܿܐܝܬܼܘܗ̱ܝ ܗ̱ܘܐ ܡܢ ܒܿܪܫܝܬܼ܃ ܗܘ ܕܿܫܡܥܢ ܘܚܙܝܢܝܗ̱ܝ ܒܿܥܝܢܝܢ̈܂ ܚܙܝܢ ܘܓܼܫܢ ܒܿܐܝܕܼܝܢ̈܃ ܗܘ ܕܿܐܝܬܼܘܗ̱ܝ ܡܠܬܼܐ ܕܿܚܝܐ̈܂	62062	62062 [http://cal1.cn.huc.edu/showsubtexts.php?subtext=62062&cset=USyriac]	1Jn	http://cal1.cn.huc.edu/showsubtexts.php?subtext=62062&cset=USyriac																					2381	329-334		ܐܶܓܰܪܬܳܐ ܕܝܘܽܚܰܢܳܢ ܫܠܺܝܚܳܐ																
2 John (Peshitta Version)	http://syriaca.org/work/95	95	9612	24	2335		ܐܓܪܬܐ ܕܬܪܬܝܢ ܕܝܘܚܢܢ	ܐܓܪܬܐ ܕܬܪ̈ܬܝܢ ܕܝܘܚܢܢ ܫܠܝܚܐ						2377	2 John	https://en.wikipedia.org/wiki/Second_Epistle_of_John	https://www.wikidata.org/wiki/Q131453				322-323	322	323	2432	2 John		2 John					2 John	2439		Edition 1			ܩܫܝܫܐ܂ ܠܓܼܒܼܝܬܼܐ ܩܘܼܪܝܐ ܘܠܒܼܢܝܗ̈܃ ܐܝܠܝܢ ܕܿܐܢܐ ܡܚܒܼ ܐ̱ܢܐ ܒܿܫܪܪܐ܂ ܠܐ ܗ̱ܘܐ ܕܿܝܢ ܐܢܐ ܒܿܠܚܘܼܕܼܝ܃ ܐܠܐ ܟܿܠܗܘܼܢ ܐܝܠܝܢ ܕܿܝܕܼܥܘܼܗ̱ܝ ܠܫܪܪܐ܃	63063	63063 [http://cal1.cn.huc.edu/get_a_chapter.php?file=63063&cset=U]	2Jn	http://cal1.cn.huc.edu/get_a_chapter.php?file=63063&cset=U																					2381	334-335		ܐܶܓܰܪܬܳܐ ܕܬܰܪܬܶܝܢ ܕܝܘܽܚܰܢܳܢ																
3 John (Peshitta Version)	http://syriaca.org/work/96	96	9613	25	2335		ܐܓܪܬܐ ܕܬܠܬ ܕܝܘܚܢܢ	ܐܓܪܬܐ ܕܬܠܬ ܕܝܘܚܢܢ ܫܠܝܚܐ						2377	3 John	https://en.wikipedia.org/wiki/Third_Epistle_of_John	https://www.wikidata.org/wiki/Q131462				323-323	323	323	2432	3 John		3 John					3 John	2439		Edition 1			ܩܫܝܫܐ܂ ܠܓܼܐܝܘܣ ܚܒܿܝܒܼ ܠܗܘ ܕܿܐܢܐ ܡܚܒܼ ܐ̱ܢܐ ܒܿܫܪܪܐ܀	63064	63064 [http://cal1.cn.huc.edu/get_a_chapter.php?file=63064&cset=U]	3Jn	http://cal1.cn.huc.edu/get_a_chapter.php?file=63064&cset=U																					2381	335-336		ܐܶܓܰܪܬܳܐ ܕܰܬܠܳܬ ܕܝܘܽܚܰܢܳܢ																
Jude (Peshitta Version)	http://syriaca.org/work/97	97	9614	26	2335		ܐܓܪܬܐ ܕܝܗܘܕܐ	ܐܓܪܬܐ ܕܝܗܘܕܐ ܫܠܝܚܐ						2377	Jude	https://en.wikipedia.org/wiki/Epistle_of_Jude	https://www.wikidata.org/wiki/Q131466				323-325	323	325	2432	Jude		Jude					Jude	2439		Edition 1			ܝܗܘܼܕܼܐ ܥܒܼܕܿܐ ܕܿܝܫܘܼܥ ܡܫܝܚܐ܃ ܐܚܐ ܕܿܝܢ ܕܿܝܥܩܘܼܒܼ܃ ܠܥܡ̱ܡܐ̈ ܩܪܝܐ̈ ܕܿܒܼܐܠܗܐ ܐܒܼܐ ܪܚܝܡܝܢ܃ ܘܒܼܝܫܘܼܥ ܡܫܝܚܐ ܢܛܝܪܝܢ܂	63065	63065 [http://cal1.cn.huc.edu/get_a_chapter.php?file=63065&cset=U]	Jude	http://cal1.cn.huc.edu/get_a_chapter.php?file=63065&cset=U																					2381	336-337		ܐܶܓܰܪܬܳܐ ܕܺܝܗܘܽܕܳܐ ܐܰܚܘܽܗ̱ܝ ܕܝܰܥܩܘܽܒ																
Revelation (Peshitta Version)	http://syriaca.org/work/98	98	9615	27	2335		ܓܠܝܢܐ ܕܝܘܚܢܢ						ܓܠܝܢܐ ܕܝܘܚܢܢ	2368	Revelation	https://en.wikipedia.org/wiki/Book_of_Revelation	https://www.wikidata.org/wiki/Q42040	https://viaf.org/viaf/181843323			325-345	325	345	2432	Rev		Revelation					Revelation	2439		Edition 1			ܓܿܠܝܢܐ ܕܿܝܫܘܼܥ ܡܫܝܚܐ܃ ܕܿܝܗ̱ܒܼ ܠܗ ܐܠܗܐ܃ ܠܡܚܘܝܘܼ ܠܥܒܼܕܿܘܗ̱ܝ̈܂ ܡܐ ܕܿܝܗܝܒܼ ܠܡܗܘܐ ܒܿܥܓܼܠ܂ ܘܫܘܕܿܥ ܟܿܕܼ ܫܠܚ ܒܿܝܕܼ ܡܠܐܟܼܗ܂ ܠܥܒܼܕܿܗ ܝܘܼܚܢܢ܃	63066	63066 [http://cal1.cn.huc.edu/showsubtexts.php?subtext=63066&cset=USyriac]	Rev (Revelation)	http://cal1.cn.huc.edu/showsubtexts.php?subtext=63066&cset=USyriac									Manchester, John Rylands University Library, Syriac 2 (=Crawford Syriac 2)						2431			Ms 1			2381	338-360			ܓܶܠܝܳܢܳܐ ܕܰܗܘܳܐ ܥܰܠ ܝܘܽܚܰܢܳܢ ܐܶܘܰܢܓܶܠܺܝܣܛܰܐ ܡܶܢ ܐܰܠܳܗܳܐ ܒܦܰܛܰܐܡܘܽܢ ܓܳܙܰܪܬܳܐ. ܕܶܐܫܬܕܺܝ ܠܳܗ̇ ܡܶܢ ܢܶܐܪܘܽܢ ܩܰܝܣܰܪ܀													2430	118-119	
The Old Testament (Peshitta Version)	http://syriaca.org/work/69	69	9586		2335		ܟܬܒܐ ܕܕܝܬܩܐ ܥܬܝܩܬܐ								Old Testament	https://en.wikipedia.org/wiki/Old_Testament	https://www.wikidata.org/wiki/Q19786	https://viaf.org/viaf/185083399						2432			Hebrew Bible	Old Testament		2438	Ms 1																				Milan, Ambrosian Library, B. 21. Inf. (7a1)																						2387									2442
New Testament (Peshitta Version)	http://syriaca.org/work/70	70	9587		2335		ܟܬܒܐ ܕܕܝܬܩܐ ܚ̇ܕܬܐ	ܟܬܒܐ ܕܐܘܢܓܠܝܘܢ ܩܕܝܫܐ							New Testament	https://en.wikipedia.org/wiki/New_Testament	https://www.wikidata.org/wiki/Q18813	https://viaf.org/viaf/185488588						2432			New Testament																																																							
Bible (Peshitta Version)	http://syriaca.org/work/9716	9716	9503		2335		ܟܬܒ̈ܐ ܩܕܝ̈ܫܐ								Bible	https://en.wikipedia.org/wiki/Bible	https://www.wikidata.org/wiki/Q1845	https://viaf.org/viaf/174429434																																																																
Pentateuch (Peshitta Version)	http://syriaca.org/work/68	68	9585		2335		ܟܬܒܐ ܕܐܘܪܝܬܐ ܕܡܘܫܐ ܢܒܝ̣ܐ								Torah	https://en.wikipedia.org/wiki/Torah	https://www.wikidata.org/wiki/Q34990													2438	Ms 1																				Milan, Ambrosian Library, B. 21. Inf. (7a1)																						2387									2442
The Twelve Minor Prophets (Peshitta Version)	http://syriaca.org/work/50	50	9567		2335		ܟܬܒܐ ܕܬܪ̈ܥܣܪ ܢܒ̈ܝܝܢ				ܬܘܒ ܟܬܒܐ ܕܬܪ̈ܥܣܪ ܢܒ̈ܝܝܢ	ܫܠܡ ܟܬܒܐ ܕܬܪ̈ܥܣܪ ܢܒ̈ܝܝܢ܀	ܟܬܒܐ ܕܬܪ̈ܥܣܪ ܢܒܝ̈ܐ		Twelve Minor Prophets	https://en.wikipedia.org/wiki/Twelve_Minor_Prophets	https://www.wikidata.org/wiki/Q245248	https://viaf.org/viaf/186714731	https://viaf.org/viaf/213035938		556-592	556	592							2438	Ms 1																				Milan, Ambrosian Library, B. 21. Inf. (7a1)																						2387									2442
Catholic Epistles (Peshitta Version)	http://syriaca.org/work/160	160	9644		2335								ܐܓܪ̈ܬܐ ܩܐܬܘܠܝܩܐܣ		Catholic Epistles	https://en.wikipedia.org/wiki/Catholic_epistles	https://www.wikidata.org/wiki/Q755655																																																																	
Epistles of Paul (Peshitta Version)	http://syriaca.org/work/159	159	9643		2335						ܦܘܠܘܣ ܫܠܝܚܐ		ܐܓܪ̈ܬܐ ܕܦܘܠܘܣ ܫܠܝܚܐ		Pauline Epistles	https://en.wikipedia.org/wiki/Pauline_epistles	https://www.wikidata.org/wiki/Q265283	https://viaf.org/viaf/176999286			202-289	202	289																																																											
The Two Epistles of Baruch (Peshitta Version)	http://syriaca.org/work/65	65	9582		2335								ܐܓܪ̈ܬܐ ܕܒܪܘܟ								65-71	65	71							2438	Ms 1																				Milan, Ambrosian Library, B. 21. Inf. (7a1)																						2387									2442
The two books of Samuel (Peshitta Version)	http://syriaca.org/work/44	44	9635		2335							ܫܠ̣ܡ ܟܬܒܐ ܗܢܐ ܕܡܬܟܢܐ ܕܫܡܘܐܝܠ ܢܒܝܐ ܕܐܝܬܘ̅ ܦܬܓܡ̈ܐ ܬܠܬ ܐܠܦ̈ܝܢ ܘܐܪܒܥܡ̈ܐܐ ܘܬܠܬܝ̈ܢ ܘܫ̈ܬ܀	ܣܦܪܐ ܕܫܡܘܐܝܠ ܢܒܝܐ		Books of Samuel	https://en.wikipedia.org/wiki/Books_of_Samuel	https://www.wikidata.org/wiki/Q181620				229-280	229	280							2438	Ms 1																				Milan, Ambrosian Library, B. 21. Inf. (7a1)																						2387									2442
